,userid,school,majors,minors,classification,datascience_experience,technology_experience,num_hackathons_attended,energy,education,healthcare,finance,retail,transportation,public_policy,technology,aerospace,other,sports,insurance,consulting,International Affairs,Architecture,Neuroscience,Philosophy,Information Science,Industrial and/or Systems Engineering,Accounting,Soil and Crop Sciences,Hispanic Studies,Data Science & Analytics,Construction Science,Environmental Law,Biochemistry and Biophysics,Ecosystem Science and Management,Geology,Geography,Atmospheric Sciences,Molecular & Cellular Medicine,Oceanography,Marketing,Other,Educational Psychology,Genetics,Mathematics,Chemical Engineering,Biomedical Engineering,Finance,Information and Operations Management,Geoscience,Computer Science & Engineering,Statistics,Aerospace Engineering,Electronic Systems Engineering,Political Science,International Studies,Biological and Agricultural Engineering,Entomology,Public Service and Administration,Analytics,Teaching,Business,Plant Pathology and Microbiology,Petroleum Engineering,Engineering Technology & Industrial Distribution,Educational Administration & Human Resource Development,History,Nuclear Engineering,Mechanical Engineering,Biology,Agricultural Economics,Communications,Public Health,Learning & Culture,Economics,English,Agronomy,Sociology,Anthropology,Material Science,Psychology,Biomedical Sciences,Chemistry,Physics,Electrical Engineering,Visualization,Ocean Engineering,Civil Engineering,Management Information Systems,Astronomy,Landscape Architecture & Urban Planning,Applied Mathematics,Scikit-learn,MATLAB,full_stack,Pytorch,NumPy,Pandas,Keras,R,dev_ops,Excel,SQL,cloud,Tableau,TensorFlow,Python
10,513a914b7133ff6bb728ef104187251d,Texas A&M University,['Computer Science & Engineering'],[],Jr,2.0,"['Excel', 'Python', 'NumPy', 'MATLAB']",1-3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
11,d9aee8abcf05bc067d124633e8714ace,Texas A&M University,['Computer Science & Engineering'],[],Jr,3.0,"['Python', 'Pandas', 'NumPy']",1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
12,164f95d5d0825d0574542caabeec52b2,Texas A&M University,"['Electrical Engineering', 'Finance']","['Mathematics', 'Physics']",Jr,2.0,"['Excel', 'Python', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn']",1-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1
13,2bf608f75f289329ffe505b469e00267,University of Texas at San Antonio,['Computer Science & Engineering'],[],Fr,3.0,"['Excel', 'Python', 'Tableau', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn']",0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1
14,32997dc7d70a52f9c8f4d21185c5074f,Texas A&M University,['Computer Science & Engineering'],['Mathematics'],Sr,2.0,"['Excel', 'Python', 'TensorFlow', 'SQL', 'MATLAB', 'full_stack', 'dev_ops', 'cloud']",1-3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1
15,c7cf39f2224a7a540fe490c27372fc0e,Texas A&M University,['Computer Science & Engineering'],[],Sr,2.0,"['Excel', 'Python', 'TensorFlow', 'R', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB', 'cloud']",4-7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1
16,f76e3378984b6fc391f5f86e9f2fbe9b,Texas A&M University,['Computer Science & Engineering'],[],Ma,1.0,"['Python', 'MATLAB']",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17,7c47f78eb7b7ed82afa41874b0ea8c62,Texas A&M University,['Electrical Engineering'],['Computer Science & Engineering'],Ma,2.0,"['Excel', 'Python', 'TensorFlow', 'R', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",1-3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1
18,44ba8afb5564cd130829007dd6d7aca6,Texas A&M University,['Statistics'],"['Computer Science & Engineering', 'Mathematics']",Sr,2.0,"['Excel', 'Python', 'R', 'SQL', 'MATLAB']",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1
19,be2fad43f4a21b09efdee360d26af4ba,Texas A&M University,['Industrial and/or Systems Engineering'],[],PhD,2.0,"['Python', 'Pytorch', 'R', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1
20,51e67c87c0ca58e05d189ce35f0d5d41,Washington University in St. Louis,['Computer Science & Engineering'],[],Ma,2.0,"['Python', 'Tableau', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn']",0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
21,903e13ee7f7653e40f0444209d0ebfe5,Texas A&M University,['Computer Science & Engineering'],['Finance'],So,2.0,"['Excel', 'Python', 'TensorFlow', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn']",0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1
22,29d83a7894e5f7d08af06396b9c98bef,University of Texas at Dallas,['Statistics'],['Data Science & Analytics'],Ma,2.0,"['Excel', 'Python', 'R', 'MATLAB']",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
23,8ddac22fa85f20d0f35fb02578aafb79,Texas A&M University,['Management Information Systems'],[],Ma,1.0,"['Excel', 'Python', 'Tableau', 'R', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1
24,4eb7f80f478c62d27e73ee5557206cf4,Texas A&M University,['Computer Science & Engineering'],[],Jr,2.0,"['Excel', 'Python', 'SQL', 'Keras', 'Pandas', 'NumPy']",4-7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
25,cde5f7f9ff888bc57db7ef2c75c8e85c,Texas A&M University,['Aerospace Engineering'],[],Ma,2.0,"['Python', 'TensorFlow', 'Keras', 'Pandas', 'NumPy', 'MATLAB']",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
26,5bdd16c3b5ad5dfc72319f2cefd68c02,Texas A&M University,['Computer Science & Engineering'],['Statistics'],So,2.0,"['Python', 'TensorFlow', 'NumPy']",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
27,2533cd7a5e0e9ff7a7e39811dcb87a87,General,['Computer Science & Engineering'],['Computer Science & Engineering'],So,0.0,['Python'],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,51614e555f8a0622f879e5c0fb0e65c6,St. Louis University,['Computer Science & Engineering'],['Mathematics'],Jr,1.0,[],1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,93cd48d1c237a045b098f59e2f43fc1b,VIT Vellore,['Mechanical Engineering'],[],Sr,1.0,[],1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1b0e2152da4a432aad72049248e6504c,Virginia Polytechnic Institute and State University (Virginia Tech),['Computer Science & Engineering'],[],Jr,3.0,"['Python', 'TensorFlow', 'Pytorch', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'full_stack', 'cloud']",4-7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1
31,102fdcc4e993baff8940f40d1c4c2a9f,Texas A&M University,['Management Information Systems'],"['Computer Science & Engineering', 'Other']",Jr,0.0,[],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,632b8abe62b4fb06c963bcede4137663,Texas A&M University,['Statistics'],[],PhD,2.0,"['Python', 'TensorFlow', 'R', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn']",0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1
33,efc4695718bdaab34d41ee7a2d42dccf,Texas A&M University,['Computer Science & Engineering'],[],So,0.0,[],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2a2d0648c9698d4b37fc140e41c42e96,Texas A&M University,['Nuclear Engineering'],[],Jr,2.0,['Python'],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,210482e69fac95eb309bf87ffbae804d,U of Ottawa Canada,['Computer Science & Engineering'],[],Fr,0.0,"['Python', 'SQL']",1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
36,75d41157aa085dbf9b31e050b295ab27,University of Texas at Austin,"['Electrical Engineering', 'Psychology']",['Business'],Jr,3.0,"['Excel', 'Python', 'NumPy']",1-3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
37,bfbea79b4b79cc0b43b6bc8dfc543b2b,Texas A&M University,['Mechanical Engineering'],[],Ma,1.0,"['Excel', 'Python']",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
38,1c7c8f010176ee7dfd04f9b51b905cdc,Texas A&M University,['Management Information Systems'],[],Ma,2.0,"['Excel', 'Python', 'Tableau', 'R', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn']",0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1
